to,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,from
Slovakia,0,0,0,0,0,0,0,,,Netherlands
Finland,0,0,0,0,0,0,0,0,0,Netherlands
Sweden,0,0,0,0,0,0,0,0,0,Netherlands
United Kingdom,0,0,0,0,0,0,0,,,Netherlands
Belgium,0,0,0,0,0,0,0,0,,Austria
Bulgaria,0,0,0,0,0,0,0,0,,Austria
Czech Republic,0,0,0,0,0,0,0,,,Austria
Denmark,0,0,0,0,0,0,0,,,Austria
Germany,0,0,0,0,0,0,0,0,,Austria
Estonia,0,0,0,0,0,0,0,,,Austria
Ireland,0,0,0,0,0,0,0,,,Austria
Greece,0,0,0,0,0,0,0,,,Austria
Spain,0,0,0,0,0,0,,,,Austria
France,0,0,0,0,0,0,0,,,Austria
Croatia,0,0,0,0,0,0,0,0,,Austria
Italy,,,,,,,,,,Austria
Cyprus,0,0,0,0,0,0,0,,,Austria
Latvia,0,0,0,0,0,0,0,,,Austria
Lithuania,0,0,0,0,0,0,0,0,,Austria
Luxembourg,0,0,0,0,0,0,0,0,,Austria
Hungary,0,0,0,0,0,0,0,0,,Austria
Malta,0,0,0,0,0,0,0,,,Austria
Netherlands,0,0,0,0,0,0,0,0,,Austria
Austria,0,0,0,0,0,0,0,,,Austria
Poland,0,0,0,0,0,0,0,0,0,Austria
Portugal,0,0,0,0,0,0,0,,,Austria
Romania,0,0,0,0,0,0,0,,,Austria
Slovenia,0,0,0,0,0,0,0,0,,Austria
Slovakia,0,0,0,0,0,0,0,,,Austria
Finland,0,0,0,0,0,0,0,0,0,Austria
Sweden,0,0,0,0,0,0,0,0,0,Austria
United Kingdom,0,0,0,0,0,0,0,,,Austria
Belgium,0,0,0,0,0,0,0,0,,Poland
Bulgaria,0,0,0,0,0,0,0,0,,Poland
Czech Republic,0,0,0,0,0,0,0,,,Poland
Denmark,0,0,0,0,0,0,0,,,Poland
Germany,0,0,5,0,0,0,0,0,,Poland
Estonia,0,0,0,0,0,0,0,,,Poland
Ireland,0,0,0,0,0,0,0,,,Poland
Greece,0,0,0,0,0,0,0,,,Poland
Spain,0,0,0,0,0,0,,,,Poland
France,0,0,0,0,0,0,0,,,Poland
Croatia,0,0,0,0,0,0,0,0,,Poland
Italy,,,,,,,,,,Poland
Cyprus,0,0,0,0,0,0,0,,,Poland
Latvia,0,0,0,0,0,0,0,,,Poland
Lithuania,0,0,0,0,0,0,0,0,,Poland
Luxembourg,0,0,0,0,0,0,0,0,,Poland
Hungary,0,0,0,0,0,0,0,0,,Poland
Malta,0,0,0,0,0,0,0,,,Poland
Netherlands,0,0,0,0,0,0,0,0,,Poland
Austria,0,0,0,0,0,0,0,,,Poland
Poland,0,0,0,0,0,0,0,0,0,Poland
Portugal,0,0,0,0,0,0,0,,,Poland
Romania,0,0,0,0,0,0,0,,,Poland
Slovenia,0,0,0,0,0,0,0,0,,Poland
Slovakia,0,0,0,0,0,0,0,,,Poland
Finland,0,0,0,0,0,0,0,0,0,Poland
Sweden,0,0,5,0,0,0,0,0,0,Poland
United Kingdom,10,10,10,5,10,10,10,,,Poland
Belgium,0,0,0,0,0,0,0,0,,Portugal
Bulgaria,0,0,0,0,0,0,0,0,,Portugal
Czech Republic,0,0,0,0,0,0,0,,,Portugal
Denmark,0,0,0,0,0,0,0,,,Portugal
Germany,0,0,0,0,0,0,0,0,,Portugal
Estonia,0,0,0,0,0,0,0,,,Portugal
Ireland,0,0,0,0,0,0,0,,,Portugal
Greece,0,0,0,0,0,0,0,,,Portugal
Spain,0,0,0,0,0,0,,,,Portugal
France,0,0,0,0,0,0,0,,,Portugal
Croatia,0,0,0,0,0,0,0,0,,Portugal
Italy,,,,,,,,,,Portugal
Cyprus,0,0,0,0,0,0,0,,,Portugal
Latvia,0,0,0,0,0,0,0,,,Portugal
Lithuania,0,0,0,0,0,0,0,0,,Portugal
Luxembourg,0,0,0,0,0,0,0,0,,Portugal
Hungary,0,0,0,0,0,0,0,0,,Portugal
Malta,0,0,0,0,0,0,0,,,Portugal
Netherlands,0,0,0,0,0,0,0,0,,Portugal
Austria,0,0,0,0,0,0,0,,,Portugal
Poland,0,0,0,0,0,0,0,0,0,Portugal
Portugal,0,0,0,0,0,0,0,,,Portugal
Romania,0,0,0,0,0,0,0,,,Portugal
Slovenia,0,0,0,0,0,0,0,0,,Portugal
Slovakia,0,0,0,0,0,0,0,,,Portugal
Finland,0,0,0,0,0,0,0,0,0,Portugal
Sweden,0,0,0,0,0,0,0,0,0,Portugal
United Kingdom,0,0,0,0,0,0,0,,,Portugal
Belgium,0,0,5,5,0,5,0,10,,Romania
Bulgaria,0,0,0,0,0,0,0,0,,Romania
Czech Republic,0,0,0,0,0,0,0,,,Romania
Denmark,0,0,0,0,0,0,0,,,Romania
Germany,0,0,0,0,0,0,0,0,,Romania
Estonia,0,0,0,0,0,0,0,,,Romania
Ireland,0,0,0,0,0,0,0,,,Romania
Greece,0,0,0,0,0,0,0,,,Romania
Spain,0,0,0,0,0,0,,,,Romania
France,0,0,0,0,0,0,0,,,Romania
Croatia,0,0,0,0,0,0,0,0,,Romania
Italy,,,,,,,,,,Romania
Cyprus,0,0,0,0,0,0,0,,,Romania
Latvia,0,0,0,0,0,0,0,,,Romania
Lithuania,0,0,0,0,0,0,0,0,,Romania
Luxembourg,0,0,0,0,0,0,0,0,,Romania
Hungary,0,0,0,0,0,0,0,0,,Romania
Malta,0,0,0,0,0,0,0,,,Romania
Netherlands,0,0,0,0,0,0,0,0,,Romania
Austria,0,0,0,0,0,0,0,,,Romania
Poland,0,0,0,0,0,0,0,0,0,Romania
Portugal,0,0,0,0,0,0,0,,,Romania
Romania,0,0,0,0,0,0,0,,,Romania
Slovenia,0,0,0,0,0,0,0,0,,Romania
Slovakia,0,0,0,0,0,0,0,,,Romania
Finland,0,0,0,0,0,0,0,0,0,Romania
Sweden,0,5,5,0,0,0,0,5,0,Romania
United Kingdom,0,0,0,0,0,0,0,,,Romania
Belgium,0,0,0,0,0,0,0,0,,Slovenia
Bulgaria,0,0,0,0,0,0,0,0,,Slovenia
Czech Republic,0,0,0,0,0,0,0,,,Slovenia
Denmark,0,0,0,0,0,0,0,,,Slovenia
Germany,0,0,0,0,0,0,0,0,,Slovenia
Estonia,0,0,0,0,0,0,0,,,Slovenia
Ireland,0,0,0,0,0,0,0,,,Slovenia
Greece,0,0,0,0,0,0,0,,,Slovenia
Spain,0,0,0,0,0,0,,,,Slovenia
France,0,0,0,0,0,0,0,,,Slovenia
Croatia,0,0,0,0,0,0,0,0,,Slovenia
Italy,,,,,,,,,,Slovenia
Cyprus,0,0,0,0,0,0,0,,,Slovenia
Latvia,0,0,0,0,0,0,0,,,Slovenia
Lithuania,0,0,0,0,0,0,0,0,,Slovenia
Luxembourg,0,0,0,0,0,0,0,0,,Slovenia
Hungary,0,0,0,0,0,0,0,0,,Slovenia
Malta,0,0,0,0,0,0,0,,,Slovenia
Netherlands,0,0,0,0,0,0,0,0,,Slovenia
Austria,0,0,0,0,0,0,0,,,Slovenia
Poland,0,0,0,0,0,0,0,0,0,Slovenia
Portugal,0,0,0,0,0,0,0,,,Slovenia
Romania,0,0,0,0,0,0,0,,,Slovenia
Slovenia,0,0,0,0,0,0,0,0,,Slovenia
Slovakia,0,0,0,0,0,0,0,,,Slovenia
Finland,0,0,0,0,0,0,0,0,0,Slovenia
Sweden,0,0,0,0,0,5,0,0,0,Slovenia
United Kingdom,0,0,0,0,0,0,0,,,Slovenia
Belgium,0,0,0,0,0,0,5,0,,Slovakia
Bulgaria,0,0,0,0,0,0,0,0,,Slovakia
Czech Republic,0,0,0,0,0,0,0,,,Slovakia
Denmark,0,0,0,0,0,0,0,,,Slovakia
Germany,0,0,0,0,0,0,0,0,,Slovakia
Estonia,0,0,0,0,0,0,0,,,Slovakia
Ireland,0,0,0,0,0,0,0,,,Slovakia
Greece,0,0,0,0,0,0,0,,,Slovakia
Spain,0,0,0,0,0,0,,,,Slovakia
France,0,0,0,0,0,0,0,,,Slovakia
Croatia,0,0,0,0,0,0,0,0,,Slovakia
Italy,,,,,,,,,,Slovakia
Cyprus,0,0,0,0,0,0,0,,,Slovakia
Latvia,0,0,0,0,0,0,0,,,Slovakia
Lithuania,0,0,0,0,0,0,0,0,,Slovakia
Luxembourg,0,0,0,0,0,0,0,0,,Slovakia
Hungary,0,0,0,0,0,0,0,0,,Slovakia
Malta,0,0,0,0,0,0,0,,,Slovakia
Netherlands,0,0,0,0,0,0,0,0,,Slovakia
Austria,0,0,0,0,0,0,0,,,Slovakia
Poland,0,0,0,0,0,0,0,0,0,Slovakia
Portugal,0,0,0,0,0,0,0,,,Slovakia
Romania,0,0,0,0,0,0,0,,,Slovakia
Slovenia,0,0,0,0,0,0,0,0,,Slovakia
Slovakia,0,0,0,0,0,0,0,,,Slovakia
Finland,0,0,0,0,0,0,0,0,0,Slovakia
Sweden,0,0,0,0,0,0,0,0,0,Slovakia
United Kingdom,0,0,0,0,0,0,0,,,Slovakia
Belgium,0,0,0,0,0,0,0,0,,Finland
Bulgaria,0,0,0,0,0,0,0,0,,Finland
Czech Republic,0,0,0,0,0,0,0,,,Finland
Denmark,0,0,0,0,0,0,0,,,Finland
Germany,0,0,0,0,0,0,0,0,,Finland
Estonia,0,0,0,0,0,0,0,,,Finland
Ireland,0,0,0,0,0,0,0,,,Finland
Greece,0,0,0,0,0,0,0,,,Finland
Spain,0,0,0,0,0,0,,,,Finland
France,0,0,0,0,0,0,0,,,Finland
Croatia,0,0,0,0,0,0,0,0,,Finland
Italy,,,,,,,,,,Finland
Cyprus,0,0,0,0,0,0,0,,,Finland
Latvia,0,0,0,0,0,0,0,,,Finland
Lithuania,0,0,0,0,0,0,0,0,,Finland
Luxembourg,0,0,0,0,0,0,0,0,,Finland
Hungary,0,0,0,0,0,0,0,0,,Finland
Malta,0,0,0,0,0,0,0,,,Finland
Netherlands,0,0,0,0,0,0,0,0,,Finland
Austria,0,0,0,0,0,0,0,,,Finland
Poland,0,0,0,0,0,0,0,0,0,Finland
Portugal,0,0,0,0,0,0,0,,,Finland
Romania,0,0,0,0,0,0,0,,,Finland
Slovenia,0,0,0,0,0,0,0,0,,Finland
Slovakia,0,0,0,0,0,0,0,,,Finland
Finland,0,0,0,0,0,0,0,0,0,Finland
Sweden,0,0,0,0,0,0,0,0,0,Finland
United Kingdom,0,0,0,0,0,0,0,,,Finland
Belgium,0,0,0,0,0,0,0,0,,Sweden
Bulgaria,0,0,0,0,0,0,0,0,,Sweden
Czech Republic,0,0,0,0,0,0,0,,,Sweden
Denmark,0,0,0,0,0,0,0,,,Sweden
Germany,0,0,0,0,0,0,0,0,,Sweden
Estonia,0,0,0,0,0,0,0,,,Sweden
Ireland,0,0,0,0,0,0,0,,,Sweden
Greece,0,0,0,0,0,0,0,,,Sweden
Spain,0,0,0,0,0,0,,,,Sweden
France,0,0,0,0,0,0,0,,,Sweden
Croatia,0,0,0,0,0,0,0,0,,Sweden
Italy,,,,,,,,,,Sweden
Cyprus,0,0,0,0,0,0,0,,,Sweden
Latvia,0,0,0,0,0,0,0,,,Sweden
Lithuania,0,0,0,0,0,0,0,0,,Sweden
Luxembourg,0,0,0,0,0,0,0,0,,Sweden
Hungary,0,0,0,0,0,0,0,0,,Sweden
Malta,0,0,0,0,0,0,0,,,Sweden
Netherlands,0,0,0,0,0,0,0,0,,Sweden
Austria,0,0,0,0,0,0,0,,,Sweden
Poland,0,0,0,0,0,0,0,0,0,Sweden
Portugal,0,0,0,0,0,0,0,,,Sweden
Romania,0,0,0,0,0,0,0,,,Sweden
Slovenia,0,0,0,0,0,0,0,0,,Sweden
Slovakia,0,0,0,0,0,0,0,,,Sweden
Finland,0,0,0,0,0,0,0,0,0,Sweden
Sweden,0,0,0,0,0,0,0,0,0,Sweden
United Kingdom,0,0,0,0,0,0,0,,,Sweden
Belgium,0,0,0,0,0,0,0,0,,United Kingdom
Bulgaria,0,0,0,0,0,0,0,0,,United Kingdom
Czech Republic,0,0,0,0,0,0,0,,,United Kingdom
Denmark,0,0,0,0,0,0,0,,,United Kingdom
Germany,0,0,0,0,0,0,0,0,,United Kingdom
Estonia,0,0,0,0,0,0,0,,,United Kingdom
Ireland,0,0,0,0,0,0,0,,,United Kingdom
Greece,0,0,0,0,0,0,0,,,United Kingdom
Spain,0,0,0,0,0,0,,,,United Kingdom
France,0,0,0,0,0,0,0,,,United Kingdom
Croatia,0,0,0,0,0,0,0,0,,United Kingdom
Italy,,,,,,,,,,United Kingdom
Cyprus,0,0,0,0,0,0,0,,,United Kingdom
Latvia,0,0,0,0,0,0,0,,,United Kingdom
Lithuania,0,0,0,0,0,0,0,0,,United Kingdom
Luxembourg,0,0,0,0,0,0,0,0,,United Kingdom
Hungary,0,0,0,0,0,0,0,0,,United Kingdom
Malta,0,0,0,0,0,0,0,,,United Kingdom
Netherlands,0,0,0,0,0,0,0,0,,United Kingdom
Austria,0,0,0,0,0,0,0,,,United Kingdom
Poland,0,0,0,0,0,0,0,0,0,United Kingdom
Portugal,0,0,0,0,0,0,0,,,United Kingdom
Romania,0,0,0,0,0,0,0,,,United Kingdom
Slovenia,0,0,0,0,0,0,0,0,,United Kingdom
Slovakia,0,0,0,0,0,0,0,,,United Kingdom
Finland,0,0,0,0,0,0,0,0,0,United Kingdom
Sweden,0,0,0,0,0,0,0,0,0,United Kingdom
United Kingdom,0,0,0,0,0,0,0,,,United Kingdom
Belgium,0,0,0,0,0,0,0,0,,British overseas countries and territories
Bulgaria,0,0,0,0,0,0,0,0,,British overseas countries and territories
Czech Republic,0,0,0,0,0,0,0,,,British overseas countries and territories
Denmark,0,0,0,0,0,0,0,,,British overseas countries and territories
Germany,0,0,0,0,0,0,0,0,,British overseas countries and territories
Estonia,0,0,0,0,0,0,0,,,British overseas countries and territories
Ireland,0,0,0,0,0,0,0,,,British overseas countries and territories
Greece,0,0,0,0,0,0,0,,,British overseas countries and territories
Spain,0,0,0,0,0,0,,,,British overseas countries and territories
France,0,0,0,0,0,0,0,,,British overseas countries and territories
Croatia,0,0,0,0,0,0,0,0,,British overseas countries and territories
Italy,0,0,0,0,0,0,0,,,British overseas countries and territories
Cyprus,0,0,0,0,0,0,0,,,British overseas countries and territories
Latvia,0,0,0,0,0,0,0,,,British overseas countries and territories
Lithuania,0,0,0,0,0,0,0,0,,British overseas countries and territories
Luxembourg,0,0,0,0,0,0,0,0,,British overseas countries and territories
Hungary,0,0,0,0,0,0,0,0,,British overseas countries and territories
Malta,0,0,0,0,0,0,0,,,British overseas countries and territories
Netherlands,0,0,0,0,0,0,0,0,,British overseas countries and territories
Austria,0,0,0,0,0,0,0,,,British overseas countries and territories
Poland,0,0,0,0,0,0,0,0,0,British overseas countries and territories
Portugal,0,0,0,0,0,0,0,,,British overseas countries and territories
Romania,0,0,0,0,0,0,0,,,British overseas countries and territories
Slovenia,0,0,0,0,0,0,0,0,,British overseas countries and territories
Slovakia,0,0,0,0,0,0,0,,,British overseas countries and territories
Finland,0,0,0,0,0,0,0,0,0,British overseas countries and territories
Sweden,0,0,0,0,0,0,0,0,0,British overseas countries and territories
United Kingdom,0,0,0,0,0,0,0,,,British overseas countries and territories
Belgium,0,0,0,0,0,0,0,0,,Iceland
Bulgaria,0,0,0,0,0,0,0,0,,Iceland
Czech Republic,0,0,0,0,0,0,0,,,Iceland
Denmark,0,0,0,0,0,0,0,,,Iceland
Germany,0,0,0,0,0,0,0,0,,Iceland
Estonia,0,0,0,0,0,0,0,,,Iceland
Ireland,0,0,0,0,0,0,0,,,Iceland
Greece,0,0,0,0,0,0,0,,,Iceland
Spain,0,0,0,0,0,0,,,,Iceland
France,0,0,0,0,0,0,0,,,Iceland
Croatia,0,0,0,0,0,0,0,0,,Iceland
Italy,0,0,0,0,0,0,0,,,Iceland
Cyprus,0,0,0,0,0,0,0,,,Iceland
Latvia,0,0,0,0,0,0,0,,,Iceland
Lithuania,0,0,0,0,0,0,0,0,,Iceland
Luxembourg,0,0,0,0,0,0,0,0,,Iceland
Hungary,0,0,0,0,0,0,0,0,,Iceland
Malta,0,0,0,0,0,0,0,,,Iceland
Netherlands,0,0,0,0,0,0,0,0,,Iceland
Austria,0,0,0,0,0,0,0,,,Iceland
Poland,0,0,0,0,0,0,0,0,0,Iceland
Portugal,0,0,0,0,0,0,0,,,Iceland
Romania,0,0,0,0,0,0,0,,,Iceland
Slovenia,0,0,0,0,0,0,0,0,,Iceland
Slovakia,0,0,0,0,0,0,0,,,Iceland
Finland,0,0,0,0,0,0,0,0,0,Iceland
Sweden,0,0,0,0,0,0,0,0,0,Iceland
United Kingdom,0,0,0,0,0,0,0,,,Iceland
Belgium,0,0,0,0,0,0,0,0,,Liechtenstein
Bulgaria,0,0,0,0,0,0,0,0,,Liechtenstein
Czech Republic,0,0,0,0,0,0,0,,,Liechtenstein
Denmark,0,0,0,0,0,0,0,,,Liechtenstein
Germany,0,0,0,0,0,0,0,0,,Liechtenstein
Estonia,0,0,0,0,0,0,0,,,Liechtenstein
Ireland,0,0,0,0,0,0,0,,,Liechtenstein
Greece,0,0,0,0,0,0,0,,,Liechtenstein
Spain,0,0,0,0,0,0,,,,Liechtenstein
France,0,0,0,0,0,0,0,,,Liechtenstein
Croatia,0,0,0,0,0,0,0,0,,Liechtenstein
Italy,0,0,0,0,0,0,0,,,Liechtenstein
Cyprus,0,0,0,0,0,0,0,,,Liechtenstein
Latvia,0,0,0,0,0,0,0,,,Liechtenstein
Lithuania,0,0,0,0,0,0,0,0,,Liechtenstein
Luxembourg,0,0,0,0,0,0,0,0,,Liechtenstein
Hungary,0,0,0,0,0,0,0,0,,Liechtenstein
Malta,0,0,0,0,0,0,0,,,Liechtenstein
Netherlands,0,0,0,0,0,0,0,0,,Liechtenstein
Austria,0,0,0,0,0,0,0,,,Liechtenstein
Poland,0,0,0,0,0,0,0,0,0,Liechtenstein
Portugal,0,0,0,0,0,0,0,,,Liechtenstein
Romania,0,0,0,0,0,0,0,,,Liechtenstein
Slovenia,0,0,0,0,0,0,0,0,,Liechtenstein
Slovakia,0,0,0,0,0,0,0,,,Liechtenstein
Finland,0,0,0,0,0,0,0,0,0,Liechtenstein
Sweden,0,0,0,0,0,0,0,0,0,Liechtenstein
United Kingdom,0,0,0,0,0,0,0,,,Liechtenstein
Belgium,0,0,0,0,0,0,0,0,,Norway
Bulgaria,0,0,0,0,0,0,0,0,,Norway
Czech Republic,0,0,0,0,0,0,0,,,Norway
Denmark,0,0,0,0,0,0,0,,,Norway
Germany,0,0,0,0,0,0,0,0,,Norway
Estonia,0,0,0,0,0,0,0,,,Norway
Ireland,0,0,0,0,0,0,0,,,Norway
Greece,0,0,0,0,0,0,0,,,Norway
Spain,0,0,0,0,0,0,,,,Norway
France,0,0,0,0,0,0,0,,,Norway
Croatia,0,0,0,0,0,0,0,0,,Norway
Italy,0,0,0,0,0,0,0,,,Norway
Cyprus,0,0,0,0,0,0,0,,,Norway
Latvia,0,0,0,0,0,0,0,,,Norway
Lithuania,0,0,0,0,0,0,0,0,,Norway
Luxembourg,0,0,0,0,0,0,0,0,,Norway
Hungary,0,0,0,0,0,0,0,0,,Norway
Malta,0,0,0,0,0,0,0,,,Norway
Netherlands,0,0,0,0,0,0,0,0,,Norway
Austria,0,0,0,0,0,0,0,,,Norway
Poland,0,0,0,0,0,0,0,0,0,Norway
Portugal,0,0,0,0,0,0,0,,,Norway
Romania,0,0,0,0,0,0,0,,,Norway
Slovenia,0,0,0,0,0,0,0,0,,Norway
Slovakia,0,0,0,0,0,0,0,,,Norway
Finland,0,0,0,0,0,0,0,0,0,Norway
Sweden,0,0,0,0,0,0,0,0,0,Norway
United Kingdom,0,0,0,0,0,0,0,,,Norway
Belgium,0,0,0,0,0,0,0,0,,Switzerland
Bulgaria,0,0,0,0,0,0,0,0,,Switzerland
Czech Republic,0,0,0,0,0,0,0,,,Switzerland
Denmark,0,0,0,0,0,0,0,,,Switzerland
Germany,0,0,0,0,0,0,0,0,,Switzerland
Estonia,0,0,0,0,0,0,0,,,Switzerland
Ireland,0,0,0,0,0,0,0,,,Switzerland
Greece,0,0,0,0,0,0,0,,,Switzerland
Spain,0,0,0,0,0,0,,,,Switzerland
France,0,0,0,0,0,0,0,,,Switzerland
Croatia,0,0,0,0,0,0,0,0,,Switzerland
Italy,0,0,0,0,0,0,0,,,Switzerland
Cyprus,0,0,0,0,0,0,0,,,Switzerland
Latvia,0,0,0,0,0,0,0,,,Switzerland
Lithuania,0,0,0,0,0,0,0,0,,Switzerland
Luxembourg,0,0,0,0,0,0,0,0,,Switzerland
Hungary,0,0,0,0,0,0,0,0,,Switzerland
Malta,0,0,0,0,0,0,0,,,Switzerland
Netherlands,0,0,0,0,0,0,0,0,,Switzerland
Austria,0,0,0,0,0,0,0,,,Switzerland
Poland,0,0,0,0,0,0,0,0,0,Switzerland
Portugal,0,0,0,0,0,0,0,,,Switzerland
Romania,0,0,0,0,0,0,0,,,Switzerland
Slovenia,0,0,0,0,0,0,0,0,,Switzerland
Slovakia,0,0,0,0,0,0,0,,,Switzerland
Finland,0,0,0,0,0,0,0,0,0,Switzerland
Sweden,0,0,0,0,0,0,0,0,0,Switzerland
United Kingdom,0,0,0,0,0,0,0,,,Switzerland
Belgium,0,0,0,0,0,5,0,0,,Montenegro
Bulgaria,0,0,0,0,0,0,0,0,,Montenegro
Czech Republic,0,0,0,0,0,0,0,,,Montenegro
Denmark,0,0,0,0,0,0,0,,,Montenegro
Germany,110,190,270,320,335,785,680,330,,Montenegro
Estonia,0,0,0,0,0,0,0,,,Montenegro
Ireland,0,0,0,0,0,0,0,,,Montenegro
Greece,0,0,0,0,0,0,0,,,Montenegro
Spain,0,0,0,0,0,0,,,,Montenegro
France,15,10,30,20,25,25,15,,,Montenegro
Croatia,0,0,5,0,0,0,0,0,,Montenegro
Italy,0,0,0,0,0,5,0,,,Montenegro
Cyprus,0,0,0,0,0,0,0,,,Montenegro
Latvia,0,0,0,0,0,0,0,,,Montenegro
Lithuania,0,0,0,0,0,0,0,0,,Montenegro
Luxembourg,15,5,10,5,10,10,5,5,,Montenegro
Hungary,5,0,0,0,0,0,0,0,,Montenegro
Malta,0,0,0,0,0,0,0,,,Montenegro
Netherlands,0,0,0,0,0,0,0,0,,Montenegro
Austria,0,5,0,0,0,0,5,,,Montenegro
Poland,0,0,0,0,0,0,0,0,0,Montenegro
Portugal,0,0,0,0,0,0,0,,,Montenegro
Romania,0,0,0,0,0,0,0,,,Montenegro
Slovenia,0,0,0,0,0,0,0,0,,Montenegro
Slovakia,0,0,0,0,0,0,0,,,Montenegro
Finland,0,5,0,0,5,0,0,5,0,Montenegro
Sweden,10,15,15,10,15,5,30,5,20,Montenegro
United Kingdom,0,0,0,0,0,0,0,,,Montenegro
Belgium,30,40,50,10,30,40,20,35,,"Former Yugoslav Republic of Macedonia, the"
Bulgaria,0,0,0,0,0,0,0,0,,"Former Yugoslav Republic of Macedonia, the"
Czech Republic,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Denmark,0,0,0,0,0,5,0,,,"Former Yugoslav Republic of Macedonia, the"
Germany,920,960,"1,185",970,995,"1,515","1,960","1,470",,"Former Yugoslav Republic of Macedonia, the"
Estonia,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Ireland,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Greece,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Spain,0,0,0,0,0,0,,,,"Former Yugoslav Republic of Macedonia, the"
France,25,15,50,20,30,10,45,,,"Former Yugoslav Republic of Macedonia, the"
Croatia,0,0,0,0,0,0,0,0,,"Former Yugoslav Republic of Macedonia, the"
Italy,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Cyprus,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Latvia,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Lithuania,0,0,0,0,0,0,0,0,,"Former Yugoslav Republic of Macedonia, the"
Luxembourg,5,5,5,0,5,0,5,0,,"Former Yugoslav Republic of Macedonia, the"
Hungary,0,0,5,5,0,5,0,0,,"Former Yugoslav Republic of Macedonia, the"
Malta,0,0,0,0,5,5,0,,,"Former Yugoslav Republic of Macedonia, the"
Netherlands,0,10,10,0,10,20,10,15,,"Former Yugoslav Republic of Macedonia, the"
Austria,20,10,10,10,60,55,55,,,"Former Yugoslav Republic of Macedonia, the"
Poland,0,0,0,0,0,0,0,0,0,"Former Yugoslav Republic of Macedonia, the"
Portugal,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Romania,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Slovenia,0,0,0,0,0,0,0,0,,"Former Yugoslav Republic of Macedonia, the"
Slovakia,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Finland,5,0,15,5,5,5,0,5,5,"Former Yugoslav Republic of Macedonia, the"
Sweden,35,55,45,30,25,50,45,45,40,"Former Yugoslav Republic of Macedonia, the"
United Kingdom,0,0,0,0,0,0,0,,,"Former Yugoslav Republic of Macedonia, the"
Belgium,70,55,70,55,45,55,65,55,,Albania
Bulgaria,0,0,0,0,0,0,0,0,,Albania
Czech Republic,0,0,0,0,0,0,0,,,Albania
Denmark,0,5,5,5,5,10,15,,,Albania
Germany,"1,650","1,795","3,020","4,795","4,920","5,930","7,635","8,305",,Albania
Estonia,0,0,0,0,0,0,0,,,Albania
Ireland,20,10,10,20,15,20,25,,,Albania
Greece,25,35,45,30,45,55,75,,,Albania
Spain,0,0,0,0,0,0,,,,Albania
France,190,185,205,255,235,195,285,,,Albania
Croatia,0,0,0,0,0,0,0,0,,Albania
Italy,25,40,25,40,20,25,35,,,Albania
Cyprus,0,0,0,0,0,0,0,,,Albania
Latvia,0,0,0,0,0,0,0,,,Albania
Lithuania,0,0,0,0,0,0,0,0,,Albania
Luxembourg,5,5,5,10,20,10,15,30,,Albania
Hungary,25,35,20,35,20,20,25,25,,Albania
Malta,0,0,0,0,0,0,0,,,Albania
Netherlands,10,15,10,15,25,40,70,75,,Albania
Austria,15,5,10,10,15,5,5,,,Albania
Poland,0,0,0,0,0,0,0,0,0,Albania
Portugal,0,0,0,0,0,0,0,,,Albania
Romania,0,0,0,0,0,0,0,,,Albania
Slovenia,0,0,0,5,5,0,0,0,,Albania
Slovakia,0,0,0,0,0,0,0,,,Albania
Finland,5,20,5,15,25,70,280,160,85,Albania
Sweden,100,130,185,155,175,200,360,295,420,Albania
United Kingdom,140,125,150,135,135,155,170,,,Albania
Belgium,35,15,40,30,25,50,40,30,,Serbia
Bulgaria,0,0,0,0,0,0,0,0,,Serbia
Czech Republic,0,0,0,0,0,0,0,,,Serbia
Denmark,5,15,5,5,15,5,5,,,Serbia
Germany,"3,325","2,850","2,835","2,280","1,990","2,240","2,375","2,480",,Serbia
Estonia,0,0,0,0,0,0,0,,,Serbia
Ireland,0,0,0,0,0,0,0,,,Serbia
Greece,0,0,0,0,0,0,0,,,Serbia
Spain,5,0,0,0,0,0,,,,Serbia
France,50,35,50,45,50,60,65,,,Serbia
Croatia,0,0,0,5,0,0,0,0,,Serbia
Italy,10,10,15,5,10,5,10,,,Serbia
Cyprus,0,0,0,0,0,5,0,,,Serbia
Latvia,0,0,0,0,0,0,0,,,Serbia
Lithuania,0,0,0,0,0,0,0,0,,Serbia
Luxembourg,5,5,0,5,0,5,20,5,,Serbia
Hungary,5,25,5,10,15,5,10,5,,Serbia
Malta,0,0,0,0,0,0,0,,,Serbia
Netherlands,25,20,25,15,35,25,25,20,,Serbia
